date,max_temperature,min_temperature,weather_condition,wind_info,air_quality_index,city,air_quality_status,city_id
2025-12-11,-9,-19,晴,北风3级,47,沈阳,优,54342
2025-12-12,-7,-11,阴~小雪,西北风1级,95,沈阳,良,54342
2025-12-13,-4,-17,阴~多云,西北风2级,88,沈阳,良,54342
2025-12-14,-3,-13,多云,西南风2级,121,沈阳,轻度,54342
2025-12-15,3,-8,多云,东南风2级,71,沈阳,良,54342
2025-12-16,-1,-14,多云~晴,东北风3级,84,沈阳,良,54342
2025-12-17,-2,-11,晴,西南风1级,88,沈阳,良,54342
2025-12-18,6,1,阴~多云,南风3级,71,沈阳,良,54342
2025-12-19,8,-5,阴~晴,西南风2级,70,沈阳,良,54342
2025-12-20,-1,-14,晴,西北风2级,35,沈阳,优,54342
2025-12-21,-4,-13,晴~多云,西风2级,34,沈阳,优,54342
2025-12-22,2,0,多云~中雪,南风3级,52,沈阳,良,54342
2025-12-23,2,-16,小雪~晴,西南风2级,40,沈阳,优,54342
2025-12-24,-3,-16,阴~多云,西北风1级,66,沈阳,良,54342
2025-12-25,-10,-23,晴,西北风2级,39,沈阳,优,54342
2025-12-26,-10,-18,晴,东南风1级,50,沈阳,优,54342
2025-12-27,-1,-11,阴~晴,南风1级,108,沈阳,轻度,54342
2025-12-28,3,-10,阴~阵雪,西南风3级,111,沈阳,轻度,54342
2025-12-29,-1,-15,晴,南风1级,36,沈阳,优,54342
2025-12-30,-6,-18,多云~晴,西北风2级,29,沈阳,优,54342
2025-12-31,-10,-21,晴,西北风2级,26,沈阳,优,54342
2025-12-01,7,-3,多云~晴,东南风2级,75,石家庄,良,53698
2025-12-02,1,-3,晴,东南风1级,47,石家庄,优,53698
2025-12-03,7,-2,晴,南风2级,51,石家庄,良,53698
2025-12-04,9,-3,晴,东南风1级,57,石家庄,良,53698
2025-12-05,8,-1,晴,东南风1级,76,石家庄,良,53698
2025-12-06,17,5,晴,西南风2级,95,石家庄,良,53698
2025-12-07,14,0,晴,西北风2级,88,石家庄,良,53698
2025-12-08,8,-2,晴,东北风1级,47,石家庄,优,53698
2025-12-09,10,0,阴~晴,东北风1级,71,石家庄,良,53698
2025-12-10,8,0,阴~晴,东北风1级,107,石家庄,轻度,53698
2025-12-11,3,-1,多云~小雪,北风2级,107,石家庄,轻度,53698
2025-12-12,-1,-5,小雪,东南风1级,43,石家庄,优,53698
2025-12-13,4,-2,雾~晴,西北风2级,48,石家庄,优,53698
2025-12-14,6,-4,晴,西南风1级,67,石家庄,良,53698
2025-12-15,6,-2,多云~晴,东北风1级,115,石家庄,轻度,53698
2025-12-16,7,-2,雾~晴,东北风1级,104,石家庄,轻度,53698
2025-12-17,9,-2,雾~晴,东南风2级,110,石家庄,轻度,53698
2025-12-18,0,-1,雾,东北风1级,172,石家庄,中度,53698
2025-12-19,3,0,雾~多云,北风1级,217,石家庄,重度,53698
2025-12-20,9,-3,雾~晴,西北风1级,120,石家庄,轻度,53698
2025-12-21,5,-1,晴~多云,东南风1级,65,石家庄,良,53698
2025-12-22,4,0,多云~雨夹雪,北风1级,79,石家庄,良,53698
2025-12-23,11,-3,晴,北风2级,78,石家庄,良,53698
2025-12-24,8,-2,晴,东南风微风,68,石家庄,良,53698
2025-12-25,3,-4,晴,南风2级,39,石家庄,优,53698
2025-12-26,4,-3,多云~阴,北风1级,72,石家庄,良,53698
2025-12-27,5,-3,晴,东南风1级,100,石家庄,良,53698
2025-12-28,8,-2,多云~晴,东北风1级,152,石家庄,中度,53698
2025-12-29,7,-3,晴,东南风1级,132,石家庄,轻度,53698
2025-12-30,6,-3,晴,东风1级,76,石家庄,良,53698
2025-12-31,0,-4,多云,东北风1级,38,石家庄,优,53698
2025-12-01,5,-5,多云,东北风2级,45,天津,优,54527
2025-12-02,0,-6,晴,西北风3级,24,天津,优,54527
2025-12-03,3,-2,晴,西南风2级,40,天津,优,54527
2025-12-04,5,-1,晴~多云,西北风3级,38,天津,优,54527
2025-12-05,8,-1,多云~晴,西南风2级,61,天津,良,54527
2025-12-06,11,1,多云~晴,西南风1级,149,天津,轻度,54527
2025-12-07,11,-2,多云~晴,西北风4级,79,天津,良,54527
2025-12-08,7,-1,多云~晴,西南风2级,26,天津,优,54527
2025-12-09,10,0,晴~多云,西风1级,85,天津,良,54527
2025-12-10,6,0,多云~晴,东北风2级,134,天津,轻度,54527
2025-12-11,2,-2,晴~阴,东风3级,60,天津,良,54527
2025-12-12,0,-5,阴~中雪,东北风2级,34,天津,优,54527
2025-12-13,3,-6,阴~晴,西北风3级,46,天津,优,54527
2025-12-14,6,-3,多云~晴,西南风1级,79,天津,良,54527
2025-12-15,7,-1,多云,西南风1级,121,天津,轻度,54527
2025-12-16,5,-2,多云~晴,东风2级,102,天津,轻度,54527
2025-12-17,7,-1,多云~晴,西南风2级,104,天津,轻度,54527
2025-12-18,7,1,多云~雾,西南风2级,166,天津,中度,54527
2025-12-19,8,2,多云,西北风2级,204,天津,重度,54527
2025-12-20,5,-3,阴~晴,北风2级,18,天津,优,54527
2025-12-21,4,-2,晴~多云,西南风2级,30,天津,优,54527
2025-12-22,6,1,多云~雨夹雪,西南风2级,55,天津,良,54527
2025-12-23,7,-3,晴,西北风2级,51,天津,良,54527
2025-12-24,7,-4,晴,西北风2级,33,天津,优,54527
2025-12-25,1,-5,晴,西北风1级,24,天津,优,54527
2025-12-26,3,-4,多云,东南风2级,55,天津,良,54527
2025-12-27,5,-2,多云~晴,西北风1级,93,天津,良,54527
2025-12-28,6,-2,多云~晴,西南风1级,192,天津,中度,54527
2025-12-29,7,-1,晴,东南风1级,38,天津,优,54527
2025-12-30,4,-6,晴,东北风2级,42,天津,优,54527
2025-12-31,0,-7,晴,东北风1级,23,天津,优,54527
2025-12-01,7,-5,多云~晴,东北风1级,79,太原,良,53772
2025-12-02,3,-13,多云~晴,西北风2级,46,太原,优,53772
2025-12-03,4,-10,晴,西南风2级,45,太原,优,53772
2025-12-04,7,-8,晴,东北风1级,56,太原,良,53772
2025-12-05,6,-7,雾~晴,东南风1级,91,太原,良,53772
2025-12-06,14,-4,多云~晴,西南风2级,83,太原,良,53772
2025-12-07,9,-8,多云~晴,西北风2级,90,太原,良,53772
2025-12-08,7,-8,晴,东南风1级,77,太原,良,53772
2025-12-09,9,-6,多云~晴,东南风1级,88,太原,良,53772
2025-12-10,10,-6,阴~晴,西南风1级,104,太原,轻度,53772
2025-12-11,6,-4,阴~小雪,东北风2级,78,太原,良,53772
2025-12-12,-3,-6,小雪~晴,东北风1级,55,太原,良,53772
2025-12-13,0,-12,阴~晴,西北风2级,56,太原,良,53772
2025-12-14,3,-12,晴,西南风1级,87,太原,良,53772
2025-12-15,5,-6,晴,北风微风,96,太原,良,53772
2025-12-16,7,-8,多云~晴,西北风1级,100,太原,良,53772
2025-12-17,6,-8,雾~晴,西南风1级,84,太原,良,53772
2025-12-18,7,-5,多云,东风1级,108,太原,轻度,53772
2025-12-19,10,-6,多云,西风2级,98,太原,良,53772
2025-12-20,4,-11,阴~晴,西北风2级,60,太原,良,53772
2025-12-21,4,-6,多云,东南风1级,54,太原,良,53772
2025-12-22,5,-3,多云~小雪,东风1级,93,太原,良,53772
2025-12-23,6,-9,阴~晴,西北风2级,89,太原,良,53772
2025-12-24,6,-10,晴,西北风2级,54,太原,良,53772
2025-12-25,3,-12,晴,东北风1级,34,太原,优,53772
2025-12-26,1,-9,多云~晴,东南风1级,52,太原,良,53772
2025-12-27,5,-9,晴,西南风1级,72,太原,良,53772
2025-12-28,7,-7,晴,西南风2级,66,太原,良,53772
2025-12-29,7,-9,晴,西南风1级,53,太原,良,53772
2025-12-30,6,-7,晴~多云,东北风1级,53,太原,良,53772
2025-12-31,-1,-7,阴~晴,东北风1级,61,太原,良,53772
2025-12-01,12,2,晴~阴,东南风微风,95,西安,良,57036
2025-12-02,9,1,阴~晴,东北风2级,82,西安,良,57036
2025-12-03,7,3,多云~阴,东北风2级,72,西安,良,57036
2025-12-04,12,1,晴,西南风1级,93,西安,良,57036
2025-12-05,10,1,晴,东北风微风,139,西安,轻度,57036
2025-12-06,13,4,多云~阴,西南风1级,161,西安,中度,57036
2025-12-07,16,2,多云~阴,东南风1级,98,西安,良,57036
2025-12-08,12,1,阴,东北风2级,111,西安,轻度,57036
2025-12-09,10,4,阴,东北风1级,136,西安,轻度,57036
2025-12-10,16,4,多云~晴,西南风2级,150,西安,轻度,57036
2025-12-11,13,3,晴~小雨,东北风2级,148,西安,轻度,57036
2025-12-12,5,1,雨夹雪~多云,西北风1级,102,西安,轻度,57036
2025-12-13,9,-2,晴~雨夹雪,西南风1级,84,西安,良,57036
2025-12-14,7,0,晴,东北风1级,102,西安,轻度,57036
2025-12-15,11,2,晴,西南风1级,122,西安,轻度,57036
2025-12-16,15,1,阴~晴,西南风1级,149,西安,轻度,57036
2025-12-17,11,0,晴~多云,东北风2级,136,西安,轻度,57036
2025-12-18,11,3,晴~多云,东北风1级,160,西安,中度,57036
2025-12-19,14,5,多云~阴,南风1级,130,西安,轻度,57036
2025-12-20,11,2,阴~多云,西风2级,68,西安,良,57036
2025-12-21,9,3,多云,东北风2级,72,西安,良,57036
2025-12-22,7,3,小雨,东北风2级,114,西安,轻度,57036
2025-12-23,10,0,阴,西风2级,97,西安,良,57036
2025-12-24,10,0,多云~小雨,西南风1级,96,西安,良,57036
2025-12-25,9,-1,晴,东北风2级,78,西安,良,57036
2025-12-26,8,0,晴,东南风1级,83,西安,良,57036
2025-12-27,11,0,晴,东北风1级,122,西安,轻度,57036
2025-12-28,11,0,晴,西南风1级,175,西安,中度,57036
2025-12-29,10,0,晴,东北风1级,155,西安,中度,57036
2025-12-30,7,1,阴~小雨,东北风2级,175,西安,中度,57036
2025-12-31,2,-2,多云~雨夹雪,东北风2级,117,西安,轻度,57036
2025-12-01,8,-7,晴,东北风1级,86,兰州,良,52889
2025-12-02,6,-6,晴,东风1级,66,兰州,良,52889
2025-12-03,6,-6,晴,南风1级,66,兰州,良,52889
2025-12-04,7,-5,多云~晴,东南风1级,79,兰州,良,52889
2025-12-05,8,-6,晴,西南风1级,96,兰州,良,52889
2025-12-06,6,-6,多云~晴,南风1级,102,兰州,轻度,52889
2025-12-07,8,-6,晴~多云,西北风微风,72,兰州,良,52889
2025-12-08,7,-5,多云,西南风1级,74,兰州,良,52889
2025-12-09,8,-5,多云~晴,东南风1级,94,兰州,良,52889
2025-12-10,9,-3,晴~阴,东南风1级,88,兰州,良,52889
2025-12-11,10,-7,阴~浮尘,东风1级,97,兰州,良,52889
2025-12-12,-1,-14,阴~晴,东北风2级,84,兰州,良,52889
2025-12-13,1,-8,晴,西南风1级,72,兰州,良,52889
2025-12-14,5,-5,晴,西南风1级,85,兰州,良,52889
2025-12-15,8,-6,晴,东南风1级,106,兰州,轻度,52889
2025-12-16,10,-6,晴,南风1级,97,兰州,良,52889
2025-12-17,9,-6,多云~晴,西南风1级,91,兰州,良,52889
2025-12-18,8,-5,多云,东风1级,129,兰州,轻度,52889
2025-12-19,6,-4,阴~小雪,东北风1级,64,兰州,良,52889
2025-12-20,0,-6,阴~晴,东风1级,47,兰州,优,52889
2025-12-21,2,-4,多云,北风1级,98,兰州,良,52889
2025-12-22,4,-4,多云~阴,东南风1级,101,兰州,轻度,52889
2025-12-23,5,-4,阴~晴,东南风1级,50,兰州,优,52889
2025-12-24,4,-7,晴,东北风1级,52,兰州,良,52889
2025-12-25,5,-6,晴~多云,东南风1级,60,兰州,良,52889
2025-12-26,6,-6,晴,东南风1级,77,兰州,良,52889
2025-12-27,6,-9,晴,西南风1级,85,兰州,良,52889
2025-12-28,6,-6,多云~晴,东北风1级,114,兰州,轻度,52889
2025-12-29,7,-6,晴,南风1级,96,兰州,良,52889
2025-12-30,5,-3,多云~小雪,东南风1级,109,兰州,轻度,52889
2025-12-31,0,-6,阴~多云,东北风2级,68,兰州,良,52889
2025-12-01,5,-7,晴,东北风2级,61,银川,良,53614
2025-12-02,-1,-10,多云~晴,东北风2级,40,银川,优,53614
2025-12-03,1,-8,晴~多云,东北风1级,61,银川,良,53614
2025-12-04,3,-8,多云~晴,东南风1级,72,银川,良,53614
2025-12-05,12,-4,多云~晴,东风1级,55,银川,良,53614
2025-12-06,12,-4,晴,西南风1级,39,银川,优,53614
2025-12-07,6,-3,多云~晴,东北风1级,42,银川,优,53614
2025-12-08,7,-7,晴,东北风1级,63,银川,良,53614
2025-12-09,5,-4,多云~晴,东北风1级,120,银川,轻度,53614
2025-12-10,7,-5,多云~阴,东风1级,101,银川,轻度,53614
2025-12-11,3,-4,阴,北风2级,68,银川,良,53614
2025-12-12,0,-10,阴~晴,西北风3级,67,银川,良,53614
2025-12-13,1,-7,多云~晴,东北风1级,235,银川,重度,53614
2025-12-14,2,-9,多云~晴,东北风1级,92,银川,良,53614
2025-12-15,5,-6,多云~晴,东北风1级,178,银川,中度,53614
2025-12-16,7,-7,多云~晴,东北风1级,132,银川,轻度,53614
2025-12-17,6,-5,晴,东北风1级,80,银川,良,53614
2025-12-18,5,-4,多云~晴,东北风1级,107,银川,轻度,53614
2025-12-19,6,-5,阴,东北风1级,78,银川,良,53614
2025-12-20,3,-8,晴,东南风1级,48,银川,优,53614
2025-12-21,2,-4,晴~多云,北风1级,54,银川,良,53614
2025-12-22,4,-6,阴,东北风1级,72,银川,良,53614
2025-12-23,1,-9,浮尘~晴,东南风1级,102,银川,轻度,53614
2025-12-24,2,-11,浮尘~晴,东北风1级,84,银川,良,53614
2025-12-25,1,-7,晴~多云,东北风1级,50,银川,优,53614
2025-12-26,5,-8,阴~晴,东北风1级,75,银川,良,53614
2025-12-27,3,-6,阴~晴,东北风1级,58,银川,良,53614
2025-12-28,7,-7,晴,东南风1级,63,银川,良,53614
2025-12-29,3,-8,多云~晴,东北风1级,50,银川,优,53614
2025-12-30,1,-7,多云~阴,东北风2级,43,银川,优,53614
2025-12-31,-2,-8,阴,东北风2级,37,银川,优,53614
2025-12-01,10,-10,晴,东南风2级,66,西宁,良,52866
2025-12-02,3,-11,晴,东南风2级,63,西宁,良,52866
2025-12-03,5,-8,晴,西北风1级,58,西宁,良,52866
2025-12-04,5,-9,阴~晴,南风1级,75,西宁,良,52866
2025-12-05,8,-9,多云~晴,北风1级,74,西宁,良,52866
2025-12-06,3,-8,阴~晴,东南风1级,66,西宁,良,52866
2025-12-07,4,-10,多云~晴,东南风1级,68,西宁,良,52866
2025-12-08,5,-7,晴,东风1级,72,西宁,良,52866
2025-12-09,7,-7,阴~晴,西北风1级,84,西宁,良,52866
2025-12-10,7,-6,晴~阴,东南风1级,82,西宁,良,52866
2025-12-11,9,-7,多云~小雪,北风1级,85,西宁,良,52866
2025-12-12,2,-15,扬沙~晴,东南风3级,174,西宁,中度,52866
2025-12-13,0,-10,多云~晴,西北风2级,57,西宁,良,52866
2025-12-14,6,-8,晴,北风2级,72,西宁,良,52866
2025-12-15,11,-7,多云~晴,东北风1级,76,西宁,良,52866
2025-12-16,9,-7,晴,东北风1级,71,西宁,良,52866
2025-12-17,8,-7,晴~多云,西北风1级,78,西宁,良,52866
2025-12-18,10,-5,多云,西北风1级,69,西宁,良,52866
2025-12-19,2,-7,阴~小雪,东南风2级,60,西宁,良,52866
2025-12-20,-2,-12,雾~多云,东南风2级,45,西宁,优,52866
2025-12-21,3,-7,阴~晴,西北风2级,80,西宁,良,52866
2025-12-22,3,-6,阴~晴,西南风1级,94,西宁,良,52866
2025-12-23,2,-8,阴~晴,西风2级,72,西宁,良,52866
2025-12-24,1,-10,多云~晴,西北风2级,69,西宁,良,52866
2025-12-25,2,-11,多云~晴,西北风2级,63,西宁,良,52866
2025-12-26,6,-11,晴,西北风2级,81,西宁,良,52866
2025-12-27,4,-10,多云~晴,西北风2级,72,西宁,良,52866
2025-12-28,8,-11,晴,东北风1级,77,西宁,良,52866
2025-12-29,5,-10,晴,西北风1级,63,西宁,良,52866
2025-12-30,1,-8,阴~晴,东北风1级,87,西宁,良,52866
2025-12-31,2,-9,晴,东南风2级,84,西宁,良,52866
2025-12-01,1,-9,阴~晴,北风1级,67,乌鲁木齐,良,51463
2025-12-02,-3,-8,多云~雾,西北风2级,76,乌鲁木齐,良,51463
2025-12-03,-3,-7,阴~晴,北风1级,75,乌鲁木齐,良,51463
2025-12-04,3,-6,多云~晴,东风1级,110,乌鲁木齐,轻度,51463
2025-12-05,3,-3,多云,西北风1级,89,乌鲁木齐,良,51463
2025-12-06,4,-6,阴~多云,西南风1级,112,乌鲁木齐,轻度,51463
2025-12-07,-1,-6,晴~雾,西北风1级,163,乌鲁木齐,中度,51463
2025-12-08,-5,-8,多云,北风1级,105,乌鲁木齐,轻度,51463
2025-12-09,4,-2,多云,东南风1级,44,乌鲁木齐,优,51463
2025-12-10,-3,-12,阴~暴雪,东北风1级,61,乌鲁木齐,良,51463
2025-12-11,-8,-15,阴~晴,西北风1级,23,乌鲁木齐,优,51463
2025-12-12,0,-14,多云,西北风1级,42,乌鲁木齐,优,51463
2025-12-13,-10,-15,多云~晴,东北风2级,61,乌鲁木齐,良,51463
2025-12-14,-6,-10,阴~多云,西北风1级,81,乌鲁木齐,良,51463
2025-12-15,0,-7,多云,西南风1级,98,乌鲁木齐,良,51463
2025-12-16,2,-9,多云,西南风1级,85,乌鲁木齐,良,51463
2025-12-17,-1,-5,阴~小雪,西北风1级,108,乌鲁木齐,轻度,51463
2025-12-18,-2,-5,阴~中雪,西风1级,51,乌鲁木齐,良,51463
2025-12-19,0,-14,阴~多云,西南风1级,41,乌鲁木齐,优,51463
2025-12-20,-6,-12,多云,北风2级,55,乌鲁木齐,良,51463
2025-12-21,-5,-9,阴~中雪,北风1级,63,乌鲁木齐,良,51463
2025-12-22,2,-11,阴~晴,西南风1级,32,乌鲁木齐,优,51463
2025-12-23,-3,-10,阴~多云,西北风1级,58,乌鲁木齐,良,51463
2025-12-24,-8,-11,阴~小雪,西北风1级,67,乌鲁木齐,良,51463
2025-12-25,-2,-14,多云~晴,东北风1级,67,乌鲁木齐,良,51463
2025-12-26,-6,-12,多云,东北风1级,132,乌鲁木齐,轻度,51463
2025-12-27,-1,-8,多云~晴,东南风1级,81,乌鲁木齐,良,51463
2025-12-28,-6,-9,多云~雾,西北风1级,123,乌鲁木齐,轻度,51463
2025-12-29,-7,-9,多云~雾,西北风1级,93,乌鲁木齐,良,51463
2025-12-30,-7,-10,多云~雾,东北风1级,106,乌鲁木齐,轻度,51463
2025-12-31,-9,-11,多云~晴,西北风1级,87,乌鲁木齐,良,51463
2025-12-01,11,-2,多云~晴,东风1级,31,拉萨,优,55591
2025-12-02,12,-3,晴,东北风1级,35,拉萨,优,55591
2025-12-03,12,-3,晴,西南风2级,39,拉萨,优,55591
2025-12-04,9,-4,晴,西南风2级,33,拉萨,优,55591
2025-12-05,8,-4,晴,东风2级,30,拉萨,优,55591
2025-12-06,10,-4,晴,南风1级,31,拉萨,优,55591
2025-12-07,9,-5,晴,东风2级,32,拉萨,优,55591
2025-12-08,13,-4,晴,南风1级,38,拉萨,优,55591
2025-12-09,10,-6,晴,西南风2级,31,拉萨,优,55591
2025-12-10,7,-5,晴,东南风1级,33,拉萨,优,55591
2025-12-11,8,-5,晴,东南风1级,31,拉萨,优,55591
2025-12-12,8,-5,晴,东风2级,33,拉萨,优,55591
2025-12-13,8,-5,晴,东风1级,34,拉萨,优,55591
2025-12-14,8,-3,晴,东南风1级,36,拉萨,优,55591
2025-12-15,10,-4,晴,东北风2级,34,拉萨,优,55591
2025-12-16,10,-4,阴~多云,东风1级,28,拉萨,优,55591
2025-12-17,8,-4,晴,东北风2级,31,拉萨,优,55591
2025-12-18,8,-3,晴,东南风1级,28,拉萨,优,55591
2025-12-19,10,-4,晴,东风2级,39,拉萨,优,55591
2025-12-20,13,-3,晴,东南风1级,34,拉萨,优,55591
2025-12-21,13,-2,晴,南风1级,33,拉萨,优,55591
2025-12-22,12,-1,阴~晴,西南风1级,41,拉萨,优,55591
2025-12-23,12,-3,晴,西南风1级,49,拉萨,优,55591
2025-12-24,13,-3,晴,西风2级,41,拉萨,优,55591
2025-12-25,10,-4,晴,西南风1级,30,拉萨,优,55591
2025-12-26,10,-3,晴,西南风1级,28,拉萨,优,55591
2025-12-27,12,-4,晴,东南风1级,29,拉萨,优,55591
2025-12-28,11,-5,晴,东南风1级,31,拉萨,优,55591
