date,max_temperature,min_temperature,weather_condition,wind_info,air_quality_index,city,air_quality_status,city_id
2025-10-05,14,8,阴~多云,东北风4级,19,长春,优,54161
2025-10-06,16,10,阴~晴,东风3级,26,长春,优,54161
2025-10-07,21,5,阴,西南风3级,36,长春,优,54161
2025-10-08,13,2,阴~多云,西北风3级,23,长春,优,54161
2025-10-09,13,4,阴~多云,东北风3级,37,长春,优,54161
2025-10-10,17,8,阴~多云,东风2级,43,长春,优,54161
2025-10-11,16,4,阴~多云,西南风2级,40,长春,优,54161
2025-10-12,10,3,阴~多云,东北风3级,36,长春,优,54161
2025-10-13,16,3,阴~小雨,北风1级,96,长春,良,54161
2025-10-14,11,1,晴~多云,东北风3级,155,长春,中度,54161
2025-10-15,8,1,阴~多云,东北风3级,57,长春,良,54161
2025-10-16,8,1,多云,东北风3级,55,长春,良,54161
2025-10-17,2,-2,多云~晴,西北风2级,86,长春,良,54161
2025-10-18,5,-4,雾~多云,西北风2级,35,长春,优,54161
2025-10-19,4,-4,多云~晴,西北风4级,27,长春,优,54161
2025-10-20,4,-4,阴~晴,西北风3级,23,长春,优,54161
2025-10-21,6,-3,晴,西风3级,38,长春,优,54161
2025-10-22,7,-3,晴,西南风2级,43,长春,优,54161
2025-10-23,8,-3,晴,东北风3级,45,长春,优,54161
2025-10-24,9,-2,晴,西南风2级,53,长春,良,54161
2025-10-25,12,-2,晴~多云,西南风3级,85,长春,良,54161
2025-10-26,5,-4,多云~晴,西风4级,35,长春,优,54161
2025-10-27,3,-5,晴,西风4级,34,长春,优,54161
2025-10-28,5,-3,晴,西风3级,73,长春,良,54161
2025-10-29,14,-1,多云,西南风5级,206,长春,重度,54161
2025-10-30,9,-2,晴,西风3级,42,长春,优,54161
2025-10-31,11,1,多云~晴,西南风2级,46,长春,优,54161
2025-10-01,27,15,多云~晴,西南风3级,53,沈阳,良,54342
2025-10-02,28,14,雾~晴,南风2级,59,沈阳,良,54342
2025-10-03,27,15,晴,南风2级,50,沈阳,优,54342
2025-10-04,26,15,多云,西南风3级,60,沈阳,良,54342
2025-10-05,21,11,阴~多云,东北风4级,46,沈阳,优,54342
2025-10-06,15,12,小雨~多云,东北风3级,38,沈阳,优,54342
2025-10-07,22,6,多云~晴,西南风3级,42,沈阳,优,54342
2025-10-08,14,9,阴~多云,东北风3级,33,沈阳,优,54342
2025-10-09,14,8,阴~多云,东北风3级,40,沈阳,优,54342
2025-10-10,17,10,阴~阵雨,东北风1级,51,沈阳,良,54342
2025-10-11,16,8,雾~多云,西北风1级,75,沈阳,良,54342
2025-10-12,14,5,阴~多云,东北风4级,62,沈阳,良,54342
2025-10-13,21,6,多云~晴,西南风1级,72,沈阳,良,54342
2025-10-14,21,7,晴,西北风2级,98,沈阳,良,54342
2025-10-15,15,4,雾~多云,北风3级,107,沈阳,轻度,54342
2025-10-16,10,5,阴~多云,东北风4级,53,沈阳,良,54342
2025-10-17,8,0,阴~多云,北风2级,89,沈阳,良,54342
2025-10-18,8,-1,多云~晴,东北风3级,27,沈阳,优,54342
2025-10-19,8,-4,阴~晴,西北风4级,30,沈阳,优,54342
2025-10-20,8,-4,晴,西北风2级,26,沈阳,优,54342
2025-10-21,9,-6,晴,西北风2级,35,沈阳,优,54342
2025-10-22,10,-5,多云~晴,西北风2级,71,沈阳,良,54342
2025-10-23,10,-5,晴,东北风3级,58,沈阳,良,54342
2025-10-24,12,-2,多云,东北风1级,69,沈阳,良,54342
2025-10-25,15,1,多云,西南风3级,109,沈阳,轻度,54342
2025-10-26,9,-4,多云~晴,西北风3级,51,沈阳,良,54342
2025-10-27,7,-7,晴,西北风4级,38,沈阳,优,54342
2025-10-28,10,2,阴~多云,西南风1级,76,沈阳,良,54342
2025-10-29,17,5,阴~多云,西南风5级,75,沈阳,良,54342
2025-10-30,14,-1,晴,东北风2级,49,沈阳,优,54342
2025-10-31,15,-1,阴~晴,东北风2级,46,沈阳,优,54342
2025-10-01,29,20,阴~多云,东北风1级,66,石家庄,良,53698
2025-10-02,26,16,阴~多云,东南风1级,37,石家庄,优,53698
2025-10-03,25,16,阴~多云,东北风1级,52,石家庄,良,53698
2025-10-04,25,17,雾~小雨,东南风1级,61,石家庄,良,53698
2025-10-05,20,12,大雨,东北风1级,49,石家庄,优,53698
2025-10-06,19,13,小雨,东南风1级,27,石家庄,优,53698
2025-10-07,20,15,阴~小雨,南风2级,35,石家庄,优,53698
2025-10-08,16,9,大雨,东北风3级,32,石家庄,优,53698
2025-10-09,11,9,中雨,北风2级,21,石家庄,优,53698
2025-10-10,11,10,中雨~大雨,东北风1级,22,石家庄,优,53698
2025-10-11,14,12,雾~小雨,南风1级,25,石家庄,优,53698
2025-10-12,15,10,小雨~多云,东北风1级,48,石家庄,优,53698
2025-10-13,22,10,雾~晴,南风2级,39,石家庄,优,53698
2025-10-14,23,14,多云,东南风2级,36,石家庄,优,53698
2025-10-15,22,13,雾~多云,东北风2级,63,石家庄,良,53698
2025-10-16,17,13,雾~小雨,东南风2级,112,石家庄,轻度,53698
2025-10-17,13,8,中雨~阴,东北风2级,49,石家庄,优,53698
2025-10-18,11,7,阴,东北风2级,31,石家庄,优,53698
2025-10-19,10,5,阴~多云,东风2级,50,石家庄,优,53698
2025-10-20,9,6,阴~多云,东风2级,37,石家庄,优,53698
2025-10-21,10,4,阴~多云,东南风1级,49,石家庄,优,53698
2025-10-22,10,6,阴~多云,东南风2级,59,石家庄,良,53698
2025-10-23,11,6,雾~多云,东北风2级,85,石家庄,良,53698
2025-10-24,13,5,雾~多云,东南风2级,108,石家庄,轻度,53698
2025-10-25,15,7,雾~多云,东南风1级,146,石家庄,轻度,53698
2025-10-26,17,3,雾~晴,东南风2级,85,石家庄,良,53698
2025-10-27,16,5,晴,西南风1级,67,石家庄,良,53698
2025-10-28,16,6,雾~晴,东北风1级,104,石家庄,轻度,53698
2025-10-29,15,11,多云~晴,东南风1级,175,石家庄,中度,53698
2025-10-30,15,8,小雨~多云,东北风2级,201,石家庄,重度,53698
2025-10-31,17,9,雾~晴,东北风1级,168,石家庄,中度,53698
2025-10-01,30,22,多云,西北风1级,79,天津,良,54527
2025-10-02,24,19,雾~阴,南风2级,46,天津,优,54527
2025-10-03,23,19,雾~晴,东风2级,35,天津,优,54527
2025-10-04,25,19,雾~小雨,西南风1级,50,天津,优,54527
2025-10-05,20,13,中雨~小雨,东北风3级,37,天津,优,54527
2025-10-06,19,13,阴~多云,东北风2级,17,天津,优,54527
2025-10-07,23,15,阴,西南风2级,46,天津,优,54527
2025-10-08,16,9,小雨~大雨,东北风4级,35,天津,优,54527
2025-10-09,9,8,大雨~中雨,东北风4级,13,天津,优,54527
2025-10-10,11,9,中雨,东北风2级,15,天津,优,54527
2025-10-11,16,13,雾~阴,西北风2级,23,天津,优,54527
2025-10-12,16,10,阴,东南风2级,42,天津,优,54527
2025-10-13,22,12,晴,西南风3级,59,天津,良,54527
2025-10-14,24,14,晴~多云,西南风2级,49,天津,优,54527
2025-10-15,21,14,雾~阴,东北风2级,71,天津,良,54527
2025-10-16,15,12,阴~小雨,东南风3级,51,天津,良,54527
2025-10-17,13,6,小雨~晴,东北风2级,41,天津,优,54527
2025-10-18,11,7,阴,东北风2级,17,天津,优,54527
2025-10-19,12,3,阴~晴,北风3级,25,天津,优,54527
2025-10-20,11,3,多云,北风2级,22,天津,优,54527
2025-10-21,14,5,晴,北风1级,40,天津,优,54527
2025-10-22,14,8,阴,南风1级,64,天津,良,54527
2025-10-23,14,7,阴~多云,北风1级,71,天津,良,54527
2025-10-24,14,9,多云~阴,西南风2级,93,天津,良,54527
2025-10-25,15,7,多云~阴,西南风2级,112,天津,轻度,54527
2025-10-26,14,3,晴,北风4级,64,天津,良,54527
2025-10-27,16,6,晴,西南风3级,45,天津,优,54527
2025-10-28,15,8,多云~雾,南风2级,157,天津,中度,54527
2025-10-29,15,11,多云~小雨,西南风3级,178,天津,中度,54527
2025-10-30,13,8,小雨~阴,东北风3级,141,天津,轻度,54527
2025-10-31,13,8,多云~晴,西北风2级,62,天津,良,54527
2025-10-01,20,12,阴~小雨,东北风1级,56,太原,良,53772
2025-10-02,20,9,阴~晴,东北风2级,34,太原,优,53772
2025-10-03,21,11,多云,东北风1级,37,太原,优,53772
2025-10-04,18,15,雾~小雨,东南风1级,53,太原,良,53772
2025-10-05,17,11,中雨,东北风1级,88,太原,良,53772
2025-10-06,16,13,小雨~中雨,东北风2级,22,太原,优,53772
2025-10-07,17,14,小雨~中雨,东南风1级,37,太原,优,53772
2025-10-08,14,9,暴雨~中雨,东风3级,25,太原,优,53772
2025-10-09,9,8,大雨~中雨,东北风2级,13,太原,优,53772
2025-10-10,10,8,小雨,东北风2级,11,太原,优,53772
2025-10-11,13,11,雾~中雨,东南风1级,31,太原,优,53772
2025-10-12,13,5,小雨~晴,南风1级,33,太原,优,53772
2025-10-13,19,5,雾~晴,东南风1级,36,太原,优,53772
2025-10-14,22,10,雾~多云,南风1级,52,太原,良,53772
2025-10-15,20,8,阴~晴,东南风1级,66,太原,良,53772
2025-10-16,18,11,雾~中雨,东风2级,68,太原,良,53772
2025-10-17,15,4,阴~多云,东北风3级,38,太原,优,53772
2025-10-18,8,4,小雨,东北风1级,38,太原,优,53772
2025-10-19,11,3,多云,东北风3级,47,太原,优,53772
2025-10-20,5,3,阴~晴,东北风1级,47,太原,优,53772
2025-10-21,8,5,阴~多云,东北风1级,64,太原,良,53772
2025-10-22,12,3,小雨~多云,东南风1级,84,太原,良,53772
2025-10-23,14,3,多云,东南风1级,85,太原,良,53772
2025-10-24,14,3,多云,东南风2级,100,太原,良,53772
2025-10-25,14,2,小雨~晴,东南风1级,126,太原,轻度,53772
2025-10-26,15,0,多云~晴,西北风2级,42,太原,优,53772
2025-10-27,14,1,雾~晴,西南风1级,47,太原,优,53772
2025-10-28,17,2,雾~晴,东南风1级,73,太原,良,53772
2025-10-29,19,4,多云~晴,东南风2级,92,太原,良,53772
2025-10-30,15,1,多云~晴,东北风1级,122,太原,轻度,53772
2025-10-31,18,0,多云~晴,西北风3级,70,太原,良,53772
2025-10-01,19,17,小雨~阴,北风2级,33,西安,优,57036
2025-10-02,22,16,阴~多云,东北风2级,35,西安,优,57036
2025-10-03,20,17,小雨,东北风1级,41,西安,优,57036
2025-10-04,21,18,小雨,北风2级,30,西安,优,57036
2025-10-05,18,17,小雨~中雨,北风1级,22,西安,优,57036
2025-10-06,17,15,小雨,西南风1级,18,西安,优,57036
2025-10-07,20,16,小雨,西北风1级,13,西安,优,57036
2025-10-08,23,17,阴~多云,东北风3级,39,西安,优,57036
2025-10-09,18,15,阴~小雨,北风1级,24,西安,优,57036
2025-10-10,16,13,小雨,东北风2级,16,西安,优,57036
2025-10-11,15,14,中雨~大雨,西南风1级,14,西安,优,57036
2025-10-12,16,11,中雨~阴,西南风2级,15,西安,优,57036
2025-10-13,21,11,多云~阴,东风1级,30,西安,优,57036
2025-10-14,17,12,阴~小雨,东北风3级,53,西安,良,57036
2025-10-15,22,12,多云,东北风2级,38,西安,优,57036
2025-10-16,20,11,小雨~中雨,东北风3级,37,西安,优,57036
2025-10-17,12,9,小雨~多云,西南风2级,18,西安,优,57036
2025-10-18,15,11,阴~多云,东北风3级,30,西安,优,57036
2025-10-19,15,9,阴~小雨,东风2级,37,西安,优,57036
2025-10-20,9,6,中雨~多云,东北风4级,28,西安,优,57036
2025-10-21,11,8,阴,东北风3级,34,西安,优,57036
2025-10-22,14,8,阴~多云,东北风3级,48,西安,优,57036
2025-10-23,13,9,阴~多云,东北风2级,61,西安,良,57036
2025-10-24,11,9,小雨,东北风3级,69,西安,良,57036
2025-10-25,14,8,阴~晴,西南风2级,61,西安,良,57036
2025-10-26,19,7,多云,东风1级,45,西安,优,57036
2025-10-27,18,7,多云,东北风2级,69,西安,良,57036
2025-10-28,20,9,晴~多云,东北风2级,72,西安,良,57036
2025-10-29,15,8,阴~多云,东北风1级,86,西安,良,57036
2025-10-30,20,10,多云,南风1级,81,西安,良,57036
2025-10-31,19,6,阴~多云,东南风1级,77,西安,良,57036
2025-10-01,16,9,中雨~多云,西北风1级,33,兰州,优,52889
2025-10-02,20,11,阴~多云,南风1级,32,兰州,优,52889
2025-10-03,19,11,阴~多云,东北风2级,46,兰州,优,52889
2025-10-04,19,10,阴~小雨,东南风1级,64,兰州,良,52889
2025-10-05,13,10,小雨,东北风1级,64,兰州,良,52889
2025-10-06,17,11,小雨,东北风1级,46,兰州,优,52889
2025-10-07,13,11,小雨,东北风2级,36,兰州,优,52889
2025-10-08,13,9,小雨,东北风3级,31,兰州,优,52889
2025-10-09,13,9,阴~小雨,东北风2级,35,兰州,优,52889
2025-10-10,12,8,小雨,东北风2级,26,兰州,优,52889
2025-10-11,13,10,阴~小雨,东北风1级,40,兰州,优,52889
2025-10-12,16,6,阴~晴,西北风1级,25,兰州,优,52889
2025-10-13,21,9,晴~多云,西南风1级,46,兰州,优,52889
2025-10-14,15,4,阴~多云,东北风3级,47,兰州,优,52889
2025-10-15,17,11,晴~多云,东南风1级,51,兰州,良,52889
2025-10-16,13,3,阴~小雨,东北风5级,60,兰州,良,52889
2025-10-17,13,3,多云~晴,东南风2级,33,兰州,优,52889
2025-10-18,16,7,晴,东北风2级,46,兰州,优,52889
2025-10-19,15,7,多云,东风2级,51,兰州,良,52889
2025-10-20,14,5,阴~多云,东北风2级,52,兰州,良,52889
2025-10-21,18,7,多云,东风2级,35,兰州,优,52889
2025-10-22,16,7,阴~小雨,东北风2级,36,兰州,优,52889
2025-10-23,12,7,阴~多云,东风2级,25,兰州,优,52889
2025-10-24,16,5,多云~小雨,东北风3级,37,兰州,优,52889
2025-10-25,12,5,小雨,东风2级,43,兰州,优,52889
2025-10-26,13,3,阴~晴,南风1级,36,兰州,优,52889
2025-10-27,15,2,多云~晴,西南风1级,51,兰州,良,52889
2025-10-28,16,3,雾~晴,西南风1级,55,兰州,良,52889
2025-10-29,17,2,多云~晴,东风1级,63,兰州,良,52889
2025-10-30,17,3,晴~多云,东北风2级,63,兰州,良,52889
2025-10-31,16,3,多云~晴,东南风1级,64,兰州,良,52889
2025-10-01,20,9,阴~晴,西南风3级,54,银川,良,53614
2025-10-02,21,9,多云,东南风2级,38,银川,优,53614
2025-10-03,21,11,雾~多云,东北风2级,35,银川,优,53614
2025-10-04,24,11,雾~阴,东北风2级,78,银川,良,53614
2025-10-05,14,9,小雨,东南风2级,58,银川,良,53614
2025-10-06,20,12,雾~阴,东南风1级,44,银川,优,53614
2025-10-07,17,12,阴~中雨,东风2级,55,银川,良,53614
2025-10-08,12,10,中雨~小雨,东北风3级,32,银川,优,53614
2025-10-09,14,10,阴~小雨,东风1级,37,银川,优,53614
2025-10-10,11,7,中雨~阴,北风2级,37,银川,优,53614
2025-10-11,13,9,多云~阴,东北风1级,41,银川,优,53614
2025-10-12,17,7,雾~晴,东南风2级,53,银川,良,53614
2025-10-13,22,7,雾~晴,南风2级,46,银川,优,53614
2025-10-14,17,7,阴,东北风1级,43,银川,优,53614
2025-10-15,17,8,雾~阴,东风1级,61,银川,良,53614
2025-10-16,16,3,雾~阴,西北风2级,53,银川,良,53614
2025-10-17,12,1,阴~晴,东北风2级,48,银川,优,53614
2025-10-18,16,-1,晴~多云,东北风1级,52,银川,良,53614
2025-10-19,6,0,晴~多云,东北风3级,33,银川,优,53614
2025-10-20,6,1,多云,东北风3级,49,银川,优,53614
2025-10-21,12,6,多云,东北风2级,62,银川,良,53614
2025-10-22,14,5,阴,东北风2级,51,银川,良,53614
2025-10-23,13,4,阴~多云,东北风2级,66,银川,良,53614
2025-10-24,15,5,雾~阴,东北风2级,53,银川,良,53614
2025-10-25,15,1,阴~多云,东北风1级,59,银川,良,53614
2025-10-26,12,0,晴,东北风2级,39,银川,优,53614
2025-10-27,15,0,浮尘~晴,东风1级,67,银川,良,53614
2025-10-28,18,2,雾~晴,东南风1级,74,银川,良,53614
2025-10-29,16,3,多云,东北风1级,76,银川,良,53614
2025-10-30,16,1,雾~晴,西风微风,65,银川,良,53614
2025-10-31,16,0,阴~晴,西南风1级,53,银川,良,53614
2025-10-01,13,3,阴~晴,西南风2级,29,西宁,优,52866
2025-10-02,16,7,雾~多云,东南风1级,44,西宁,优,52866
2025-10-03,20,7,雾~小雨,东北风2级,57,西宁,良,52866
2025-10-04,13,7,多云~中雨,东南风1级,62,西宁,良,52866
2025-10-05,7,5,阴~小雨,东南风2级,48,西宁,优,52866
2025-10-06,13,7,阴~小雨,东南风1级,39,西宁,优,52866
2025-10-07,9,8,阴~小雨,东北风2级,24,西宁,优,52866
2025-10-08,11,5,雾~小雨,东南风2级,18,西宁,优,52866
2025-10-09,11,5,小雨,东南风2级,23,西宁,优,52866
2025-10-10,9,4,小雨,东南风1级,19,西宁,优,52866
2025-10-11,9,4,小雨,东南风1级,27,西宁,优,52866
2025-10-12,13,1,阴~晴,东南风1级,24,西宁,优,52866
2025-10-13,17,4,晴,东南风1级,38,西宁,优,52866
2025-10-14,10,1,小雨~晴,西南风1级,54,西宁,良,52866
2025-10-15,16,5,雾~晴,西南风1级,36,西宁,优,52866
2025-10-16,14,1,阴,东南风2级,63,西宁,良,52866
2025-10-17,12,2,阴~晴,南风1级,38,西宁,优,52866
2025-10-18,12,2,雾~晴,东南风2级,66,西宁,良,52866
2025-10-19,13,3,阴~多云,东南风1级,50,西宁,优,52866
2025-10-20,13,2,雾~阴,东南风2级,57,西宁,良,52866
2025-10-21,15,3,雾~多云,南风1级,58,西宁,良,52866
2025-10-22,14,5,雾~小雨,东南风2级,49,西宁,优,52866
2025-10-23,6,1,小雨~多云,东南风1级,28,西宁,优,52866
2025-10-24,10,1,雾~雨夹雪,东南风2级,31,西宁,优,52866
2025-10-25,10,1,雾~多云,东南风2级,40,西宁,优,52866
2025-10-26,10,-2,雾~晴,东南风1级,33,西宁,优,52866
2025-10-27,15,0,晴,东南风1级,45,西宁,优,52866
2025-10-28,14,0,雾~晴,东南风1级,51,西宁,良,52866
2025-10-29,14,-1,多云~晴,东南风1级,59,西宁,良,52866
2025-10-30,15,0,晴,东南风1级,60,西宁,良,52866
2025-10-31,12,0,多云~晴,东南风1级,60,西宁,良,52866
2025-10-01,25,4,阴~小雨,东北风3级,78,乌鲁木齐,良,51463
2025-10-02,7,2,小雨~多云,西北风2级,19,乌鲁木齐,优,51463
2025-10-03,12,4,晴~多云,西北风2级,30,乌鲁木齐,优,51463
2025-10-04,14,4,晴,北风2级,26,乌鲁木齐,优,51463
2025-10-05,11,1,多云,西北风3级,38,乌鲁木齐,优,51463
2025-10-06,9,1,多云~晴,西北风2级,25,乌鲁木齐,优,51463
2025-10-07,11,2,晴,北风2级,48,乌鲁木齐,优,51463
2025-10-08,12,4,多云,北风2级,56,乌鲁木齐,良,51463
2025-10-09,12,4,阴~晴,北风1级,59,乌鲁木齐,良,51463
2025-10-10,14,4,晴,西北风2级,57,乌鲁木齐,良,51463
2025-10-11,15,4,晴,东北风2级,54,乌鲁木齐,良,51463
2025-10-12,15,7,多云,北风1级,68,乌鲁木齐,良,51463
2025-10-13,14,4,阴~小雨,东北风1级,76,乌鲁木齐,良,51463
2025-10-14,5,1,小雨,西北风2级,20,乌鲁木齐,优,51463
2025-10-15,1,-2,暴雪~多云,西北风3级,18,乌鲁木齐,优,51463
2025-10-16,6,-1,晴,东北风1级,36,乌鲁木齐,优,51463
2025-10-17,6,0,晴,东北风1级,51,乌鲁木齐,良,51463
2025-10-18,7,3,晴,东北风2级,67,乌鲁木齐,良,51463
2025-10-19,11,2,多云,西北风1级,77,乌鲁木齐,良,51463
2025-10-20,10,2,晴,西北风1级,74,乌鲁木齐,良,51463
2025-10-21,10,2,晴,北风1级,83,乌鲁木齐,良,51463
2025-10-22,11,3,多云~晴,东北风1级,100,乌鲁木齐,良,51463
2025-10-23,11,4,多云~晴,西北风1级,114,乌鲁木齐,轻度,51463
2025-10-24,12,4,多云~晴,东北风1级,155,乌鲁木齐,中度,51463
2025-10-25,12,4,晴,西北风1级,150,乌鲁木齐,轻度,51463
2025-10-26,14,4,多云,东北风1级,133,乌鲁木齐,轻度,51463
2025-10-27,14,4,多云,东北风1级,122,乌鲁木齐,轻度,51463
2025-10-28,14,4,多云,北风1级,95,乌鲁木齐,良,51463
2025-10-29,14,4,晴~多云,东北风2级,70,乌鲁木齐,良,51463
2025-10-30,13,3,晴,东北风2级,64,乌鲁木齐,良,51463
2025-10-31,11,3,晴,东北风1级,73,乌鲁木齐,良,51463
2025-10-01,22,8,多云,南风2级,22,拉萨,优,55591
2025-10-02,20,9,阴~阵雨,西南风2级,22,拉萨,优,55591
2025-10-03,20,9,阴,南风2级,25,拉萨,优,55591
2025-10-04,20,10,阴,西南风2级,21,拉萨,优,55591
2025-10-05,11,8,小雨~阴,西南风2级,15,拉萨,优,55591
2025-10-06,18,9,多云,南风2级,18,拉萨,优,55591
2025-10-07,20,8,多云,西南风3级,23,拉萨,优,55591
2025-10-08,20,8,阴~多云,西南风2级,25,拉萨,优,55591
2025-10-09,20,7,阴~晴,西南风3级,27,拉萨,优,55591
2025-10-10,19,5,晴,南风3级,33,拉萨,优,55591
2025-10-11,18,3,阴~晴,南风2级,34,拉萨,优,55591
2025-10-12,17,4,晴~多云,东南风2级,33,拉萨,优,55591
2025-10-13,18,4,晴,南风2级,26,拉萨,优,55591
2025-10-14,18,5,晴,东南风1级,24,拉萨,优,55591
2025-10-15,18,4,晴,南风2级,28,拉萨,优,55591
2025-10-16,18,4,晴,南风2级,29,拉萨,优,55591
2025-10-17,18,3,晴,南风1级,31,拉萨,优,55591
2025-10-18,17,5,晴~多云,东南风1级,35,拉萨,优,55591
2025-10-19,17,4,晴,南风2级,31,拉萨,优,55591
2025-10-20,17,4,晴,南风1级,34,拉萨,优,55591
2025-10-21,19,4,晴,东南风2级,31,拉萨,优,55591
2025-10-22,19,4,晴,南风2级,36,拉萨,优,55591
2025-10-23,17,2,晴~多云,南风3级,32,拉萨,优,55591
2025-10-24,15,1,晴~多云,东南风2级,29,拉萨,优,55591
2025-10-25,16,1,晴,东南风2级,28,拉萨,优,55591
2025-10-26,15,1,晴,东南风2级,27,拉萨,优,55591
2025-10-27,16,2,晴~多云,东南风2级,27,拉萨,优,55591
2025-10-28,15,6,阴~多云,南风2级,26,拉萨,优,55591
2025-10-29,12,4,阴~阵雨,东南风1级,29,拉萨,优,55591
2025-10-30,13,6,阴~阵雨,东南风1级,23,拉萨,优,55591
2025-10-31,9,5,小雨,东北风2级,24,拉萨,优,55591
2025-10-01,24,19,小雨~阴,东北风1级,42,成都,优,56294
2025-10-02,30,20,阴~多云,东南风1级,31,成都,优,56294
2025-10-03,28,20,阴,东北风1级,27,成都,优,56294
2025-10-04,25,20,阴,东风1级,24,成都,优,56294
2025-10-05,23,19,阴~小雨,东北风2级,24,成都,优,56294
2025-10-06,22,18,阴~晴,东北风2级,18,成都,优,56294
