date,max_temperature,min_temperature,weather_condition,wind_info,air_quality_index,city,air_quality_status,city_id
2026-02-12,6,-8,晴,东南风1级,75,呼和浩特,良,53463
2026-02-13,10,-5,晴~多云,东北风2级,76,呼和浩特,良,53463
2026-02-14,2,-12,多云,西北风3级,40,呼和浩特,优,53463
2026-02-15,1,-13,晴,西风1级,35,呼和浩特,优,53463
2026-02-16,3,-13,晴,南风1级,54,呼和浩特,良,53463
2026-02-17,2,-12,阴~晴,西南风2级,286,呼和浩特,重度,53463
2026-02-18,5,-10,浮尘~晴,东南风1级,216,呼和浩特,重度,53463
2026-02-19,7,-6,晴,西南风2级,64,呼和浩特,良,53463
2026-02-20,13,-2,晴~多云,东北风2级,124,呼和浩特,轻度,53463
2026-02-21,7,-6,多云,西风3级,259,呼和浩特,重度,53463
2026-02-22,-1,-10,晴,西南风3级,34,呼和浩特,优,53463
2026-02-23,5,-8,晴,东南风2级,47,呼和浩特,优,53463
2026-02-24,10,-2,晴,东北风2级,58,呼和浩特,良,53463
2026-02-25,11,-3,阴~多云,东北风1级,52,呼和浩特,良,53463
2026-02-26,4,-4,阴~多云,南风1级,35,呼和浩特,优,53463
2026-02-27,7,0,多云,东北风2级,56,呼和浩特,良,53463
2026-02-28,5,0,多云~阴,东风1级,73,呼和浩特,良,53463
2026-02-01,-9,-18,多云~晴,西南风2级,68,长春,良,54161
2026-02-02,-8,-12,晴,西南风2级,71,长春,良,54161
2026-02-03,0,-10,晴,西南风3级,62,长春,良,54161
2026-02-04,-3,-13,多云,西北风2级,94,长春,良,54161
2026-02-05,-11,-22,多云~晴,西北风3级,85,长春,良,54161
2026-02-06,-16,-23,晴,西北风3级,40,长春,优,54161
2026-02-07,-15,-19,多云~晴,西风2级,51,长春,良,54161
2026-02-08,-9,-10,晴,西南风3级,48,长春,优,54161
2026-02-09,1,-8,阴~多云,西南风3级,63,长春,良,54161
2026-02-10,-1,-12,多云~晴,西北风2级,86,长春,良,54161
2026-02-11,0,-8,晴,西南风2级,63,长春,良,54161
2026-02-12,2,-7,多云~晴,西南风2级,108,长春,轻度,54161
2026-02-13,6,-1,多云,西南风2级,144,长春,轻度,54161
2026-02-14,4,-9,多云~晴,西风3级,99,长春,良,54161
2026-02-15,-3,-12,多云~晴,西北风3级,39,长春,优,54161
2026-02-16,-1,-9,晴,西南风3级,47,长春,优,54161
2026-02-17,0,-13,阴~多云,西南风3级,105,长春,轻度,54161
2026-02-18,-3,-8,雾~多云,西北风1级,46,长春,优,54161
2026-02-19,6,-2,多云~晴,西南风3级,50,长春,优,54161
2026-02-20,11,2,阴~晴,西南风3级,67,长春,良,54161
2026-02-21,15,-3,多云~雨夹雪,西南风3级,79,长春,良,54161
2026-02-22,-4,-12,多云~晴,西风4级,244,长春,重度,54161
2026-02-23,-7,-13,晴,西风4级,77,长春,良,54161
2026-02-24,-2,-9,晴,西南风2级,53,长春,良,54161
2026-02-25,7,-6,多云~阴,西南风3级,95,长春,良,54161
2026-02-26,-2,-12,阴~多云,北风2级,42,长春,优,54161
2026-02-27,-2,-15,阴~晴,东北风3级,43,长春,优,54161
2026-02-28,-3,-7,阴~小雪,东北风2级,46,长春,优,54161
2026-02-01,-2,-20,多云~晴,西风1级,93,沈阳,良,54342
2026-02-02,-3,-11,晴,西南风2级,45,沈阳,优,54342
2026-02-03,5,-9,晴,南风3级,85,沈阳,良,54342
2026-02-04,2,-10,多云,西北风2级,138,沈阳,轻度,54342
2026-02-05,-6,-20,多云~晴,西北风3级,123,沈阳,轻度,54342
2026-02-06,-13,-23,晴,西北风2级,54,沈阳,良,54342
2026-02-07,-11,-23,晴,西北风2级,39,沈阳,优,54342
2026-02-08,-4,-11,晴,西南风2级,59,沈阳,良,54342
2026-02-09,5,-2,多云,南风3级,68,沈阳,良,54342
2026-02-10,4,-12,阴~晴,西北风2级,92,沈阳,良,54342
2026-02-11,4,-10,多云~晴,西南风2级,88,沈阳,良,54342
2026-02-12,8,-7,多云~晴,南风2级,127,沈阳,轻度,54342
2026-02-13,10,1,多云~晴,南风2级,147,沈阳,轻度,54342
2026-02-14,8,-7,多云~晴,西北风2级,92,沈阳,良,54342
2026-02-15,0,-10,晴,西北风3级,58,沈阳,良,54342
2026-02-16,1,-9,晴,西南风2级,48,沈阳,优,54342
2026-02-17,7,-8,多云,西南风2级,135,沈阳,轻度,54342
2026-02-18,1,-6,阴~晴,北风2级,39,沈阳,优,54342
2026-02-19,11,-1,晴,西南风3级,58,沈阳,良,54342
2026-02-20,13,3,阴~多云,南风3级,69,沈阳,良,54342
2026-02-21,14,-4,多云,南风3级,82,沈阳,良,54342
2026-02-22,1,-9,多云~晴,西北风4级,98,沈阳,良,54342
2026-02-23,0,-12,晴,西风2级,58,沈阳,良,54342
2026-02-24,4,-3,晴~多云,东北风2级,73,沈阳,良,54342
2026-02-25,10,-4,多云~雨夹雪,西南风3级,88,沈阳,良,54342
2026-02-26,-1,-6,阴~多云,北风3级,78,沈阳,良,54342
2026-02-27,2,-8,阴~晴,北风3级,128,沈阳,轻度,54342
2026-02-28,1,-3,阴~多云,东北风3级,90,沈阳,良,54342
2026-02-01,10,-2,多云~晴,东南风1级,154,石家庄,中度,53698
2026-02-02,8,-2,多云~晴,东南风2级,154,石家庄,中度,53698
2026-02-03,10,0,多云~晴,东南风1级,147,石家庄,轻度,53698
2026-02-04,13,0,多云~晴,东南风1级,136,石家庄,轻度,53698
2026-02-05,11,-3,多云,东风2级,94,石家庄,良,53698
2026-02-06,-2,-6,阴,东南风2级,54,石家庄,良,53698
2026-02-07,4,-7,晴,东南风2级,53,石家庄,良,53698
2026-02-08,8,-2,晴~多云,东南风1级,65,石家庄,良,53698
2026-02-09,5,0,多云,东南风1级,121,石家庄,轻度,53698
2026-02-10,13,-2,多云~晴,东风1级,123,石家庄,轻度,53698
2026-02-11,13,0,晴,东南风2级,94,石家庄,良,53698
2026-02-12,15,1,晴,东南风1级,89,石家庄,良,53698
2026-02-13,17,1,晴,东南风1级,99,石家庄,良,53698
2026-02-14,17,1,多云~晴,东北风2级,120,石家庄,轻度,53698
2026-02-15,5,-3,阴~多云,东风2级,49,石家庄,优,53698
2026-02-16,7,-3,多云~晴,东南风2级,50,石家庄,优,53698
2026-02-17,14,0,阴~晴,东南风1级,73,石家庄,良,53698
2026-02-18,13,0,晴,东南风1级,44,石家庄,优,53698
2026-02-19,20,9,晴,西风1级,47,石家庄,优,53698
2026-02-20,24,14,晴,东北风1级,69,石家庄,良,53698
2026-02-21,26,6,多云~晴,西北风2级,198,石家庄,中度,53698
2026-02-22,14,-1,扬沙~多云,西北风2级,183,石家庄,中度,53698
2026-02-23,6,-1,阴~多云,东北风1级,51,石家庄,良,53698
2026-02-24,10,0,晴,东北风1级,72,石家庄,良,53698
2026-02-25,12,6,多云~小雨,东南风1级,70,石家庄,良,53698
2026-02-26,8,3,多云,东北风2级,85,石家庄,良,53698
2026-02-27,4,3,多云~小雨,东北风1级,68,石家庄,良,53698
2026-02-28,3,1,雨夹雪,东北风2级,75,石家庄,良,53698
2026-02-01,8,-3,多云~晴,西北风2级,143,天津,轻度,54527
2026-02-02,6,-2,晴,西风1级,30,天津,优,54527
2026-02-03,11,0,浮尘~多云,西南风2级,126,天津,轻度,54527
2026-02-04,13,2,多云~晴,西北风2级,161,天津,中度,54527
2026-02-05,5,-6,多云~晴,东北风3级,83,天津,良,54527
2026-02-06,-2,-8,阴~多云,北风1级,49,天津,优,54527
2026-02-07,0,-7,晴,西北风2级,41,天津,优,54527
2026-02-08,5,-2,多云~晴,西南风2级,41,天津,优,54527
2026-02-09,7,1,阴,西南风2级,94,天津,良,54527
2026-02-10,10,-1,多云~晴,西北风2级,84,天津,良,54527
2026-02-11,11,0,多云~晴,西南风2级,99,天津,良,54527
2026-02-12,15,1,浮尘~晴,西南风1级,112,天津,轻度,54527
2026-02-13,16,2,多云~晴,西南风1级,169,天津,中度,54527
2026-02-14,16,0,多云,北风2级,126,天津,轻度,54527
2026-02-15,4,-2,阴~晴,北风3级,26,天津,优,54527
2026-02-16,8,-1,多云~晴,西北风2级,39,天津,优,54527
2026-02-17,12,0,晴,西南风2级,132,天津,轻度,54527
2026-02-18,9,-1,晴~多云,东南风2级,46,天津,优,54527
2026-02-19,15,2,晴,西南风2级,65,天津,良,54527
2026-02-20,20,4,晴~多云,西南风2级,77,天津,良,54527
2026-02-21,22,2,阴~扬沙,西南风3级,153,天津,中度,54527
2026-02-22,8,1,晴,西北风3级,50,天津,优,54527
2026-02-23,6,0,阴,东南风3级,48,天津,优,54527
2026-02-24,9,3,晴~多云,东风2级,81,天津,良,54527
2026-02-25,8,5,阴~小雨,南风2级,74,天津,良,54527
2026-02-26,5,1,雾~阴,东风2级,58,天津,良,54527
2026-02-27,6,1,晴~阴,东南风2级,53,天津,良,54527
2026-02-28,2,1,阴~雨夹雪,东南风2级,57,天津,良,54527
2026-02-01,9,-9,多云~晴,西北风2级,71,太原,良,53772
2026-02-02,7,-9,晴,南风1级,51,太原,良,53772
2026-02-03,8,-8,多云~晴,南风1级,72,太原,良,53772
2026-02-04,9,-7,多云,西北风3级,83,太原,良,53772
2026-02-05,7,-10,多云,东北风2级,64,太原,良,53772
2026-02-06,-2,-13,多云~晴,东北风2级,80,太原,良,53772
2026-02-07,3,-15,晴,西北风3级,43,太原,优,53772
2026-02-08,6,-11,晴~多云,南风1级,59,太原,良,53772
2026-02-09,2,-7,小雪~晴,东南风1级,82,太原,良,53772
2026-02-10,8,-10,多云~晴,西北风2级,126,太原,轻度,53772
2026-02-11,9,-5,晴,南风2级,78,太原,良,53772
2026-02-12,12,-6,晴,西风2级,80,太原,良,53772
2026-02-13,14,-2,晴,南风1级,74,太原,良,53772
2026-02-14,17,-5,晴~阴,东北风2级,78,太原,良,53772
2026-02-15,3,-8,阴~晴,东北风2级,45,太原,优,53772
2026-02-16,4,-9,多云~晴,东南风2级,42,太原,优,53772
2026-02-17,9,-11,多云~晴,北风1级,118,太原,轻度,53772
2026-02-18,11,-8,晴,东南风1级,49,太原,优,53772
2026-02-19,15,-4,晴,西北风2级,46,太原,优,53772
2026-02-20,19,-4,晴,西南风2级,78,太原,良,53772
2026-02-21,18,-2,扬沙~晴,西风3级,205,太原,重度,53772
2026-02-22,10,-6,扬沙~多云,西北风2级,265,太原,重度,53772
2026-02-23,8,-5,阴~晴,东南风1级,87,太原,良,53772
2026-02-24,12,-4,多云~晴,东南风2级,120,太原,轻度,53772
2026-02-25,12,0,多云~小雨,东南风2级,91,太原,良,53772
2026-02-26,5,-2,多云,东风2级,84,太原,良,53772
2026-02-27,11,1,多云,东南风2级,76,太原,良,53772
2026-02-28,4,1,阴~多云,东南风2级,51,太原,良,53772
2026-02-01,9,-1,晴,东南风1级,141,西安,轻度,57036
2026-02-02,10,0,多云~阴,东北风2级,117,西安,轻度,57036
2026-02-03,11,2,阴,东南风1级,111,西安,轻度,57036
2026-02-04,14,1,阴,西南风1级,146,西安,轻度,57036
2026-02-05,10,1,阴,东北风2级,162,西安,中度,57036
2026-02-06,11,0,阴,东北风2级,130,西安,轻度,57036
2026-02-07,9,-2,阴~晴,南风1级,70,西安,良,57036
2026-02-08,9,1,多云~阴,东北风2级,69,西安,良,57036
2026-02-09,12,2,阴~多云,东南风1级,83,西安,良,57036
2026-02-10,13,1,晴,西风2级,166,西安,中度,57036
2026-02-11,13,3,晴~多云,东北风2级,146,西安,轻度,57036
2026-02-12,16,2,多云~阴,西南风2级,120,西安,轻度,57036
2026-02-13,19,1,多云~晴,东南风1级,92,西安,良,57036
2026-02-14,19,4,晴,西南风2级,129,西安,轻度,57036
2026-02-15,11,2,阴,东南风1级,78,西安,良,57036
2026-02-16,5,0,阴,东北风2级,47,西安,优,57036
2026-02-17,11,1,多云,西南风1级,142,西安,轻度,57036
2026-02-18,14,2,晴,东南风1级,112,西安,轻度,57036
2026-02-19,19,6,晴,西南风2级,91,西安,良,57036
2026-02-20,25,6,晴,西南风2级,67,西安,良,57036
2026-02-21,24,5,晴~多云,西南风2级,211,西安,重度,57036
2026-02-22,17,8,多云~小雨,东北风3级,372,西安,严重,57036
2026-02-23,7,1,多云,北风1级,156,西安,中度,57036
2026-02-24,7,3,小雨~多云,东北风2级,54,西安,良,57036
2026-02-25,8,5,阴~多云,东北风2级,76,西安,良,57036
2026-02-26,13,4,多云,东北风1级,68,西安,良,57036
2026-02-27,11,7,阴~小雨,东北风3级,59,西安,良,57036
2026-02-28,9,5,小雨,东北风2级,54,西安,良,57036
2026-02-01,6,-6,晴,东风1级,94,兰州,良,52889
2026-02-02,6,-5,多云~晴,东南风1级,87,兰州,良,52889
2026-02-03,7,-3,多云~晴,东北风1级,90,兰州,良,52889
2026-02-04,8,-3,多云,西南风1级,90,兰州,良,52889
2026-02-05,9,-4,多云,东风1级,74,兰州,良,52889
2026-02-06,7,-7,多云~小雪,东北风2级,73,兰州,良,52889
2026-02-07,4,-6,阴~晴,东南风1级,66,兰州,良,52889
2026-02-08,6,-4,多云,西风1级,74,兰州,良,52889
2026-02-09,6,-7,阴~浮尘,东北风2级,95,兰州,良,52889
2026-02-10,8,-5,晴,西南风1级,103,兰州,轻度,52889
2026-02-11,11,-4,晴,南风1级,82,兰州,良,52889
2026-02-12,6,-4,阴~晴,西风1级,81,兰州,良,52889
2026-02-13,14,-6,晴,西南风1级,97,兰州,良,52889
2026-02-14,10,-2,多云~阴,东北风2级,77,兰州,良,52889
2026-02-15,6,-4,阴~多云,东北风1级,92,兰州,良,52889
2026-02-16,7,-4,阴~多云,东风1级,62,兰州,良,52889
2026-02-17,10,-3,晴~多云,东南风1级,74,兰州,良,52889
2026-02-18,10,-2,多云,东风1级,53,兰州,良,52889
2026-02-19,15,-1,晴,西风1级,49,兰州,优,52889
2026-02-20,20,-4,晴~浮尘,西风2级,56,兰州,良,52889
2026-02-21,16,-2,晴,东南风1级,181,兰州,中度,52889
2026-02-22,12,0,浮尘,东南风1级,407,兰州,严重,52889
2026-02-23,12,-2,阴~晴,东风2级,107,兰州,轻度,52889
2026-02-24,17,-3,晴,西南风1级,73,兰州,良,52889
2026-02-25,11,-5,阴~晴,东北风2级,104,兰州,轻度,52889
2026-02-26,15,-3,多云~晴,南风1级,86,兰州,良,52889
2026-02-27,13,1,阴~多云,东南风1级,85,兰州,良,52889
2026-02-28,13,1,阴~雨夹雪,东风1级,89,兰州,良,52889
2026-02-01,4,-8,多云~晴,东南风1级,90,银川,良,53614
2026-02-02,6,-6,阴~多云,东北风1级,70,银川,良,53614
2026-02-03,6,-6,阴~晴,东南风1级,79,银川,良,53614
2026-02-04,11,-4,多云~晴,东北风1级,69,银川,良,53614
2026-02-05,3,-4,阴,东北风2级,62,银川,良,53614
2026-02-06,0,-11,晴~多云,东北风2级,52,银川,良,53614
2026-02-07,0,-12,晴,东南风1级,43,银川,优,53614
2026-02-08,5,-6,阴~多云,东北风1级,65,银川,良,53614
2026-02-09,5,-4,阴~多云,东北风1级,86,银川,良,53614
2026-02-10,5,-5,晴,东北风1级,78,银川,良,53614
2026-02-11,7,-6,多云~晴,东北风1级,85,银川,良,53614
2026-02-12,9,-6,多云~晴,东南风1级,92,银川,良,53614
2026-02-13,15,-3,阴~晴,东风1级,85,银川,良,53614
2026-02-14,7,-5,多云,东北风2级,95,银川,良,53614
2026-02-15,0,-6,阴~多云,东北风2级,33,银川,优,53614
2026-02-16,4,-6,多云,东北风2级,38,银川,优,53614
2026-02-17,6,-5,多云,东风1级,79,银川,良,53614
2026-02-18,10,-2,多云~晴,东风1级,53,银川,良,53614
2026-02-19,14,-1,多云~晴,东南风1级,54,银川,良,53614
2026-02-20,20,4,阴~扬沙,南风1级,162,银川,中度,53614
2026-02-21,12,-5,多云~扬沙,西北风3级,273,银川,重度,53614
2026-02-22,7,-4,多云~扬沙,东北风2级,352,银川,严重,53614
2026-02-23,13,-3,多云~晴,东南风2级,130,银川,轻度,53614
2026-02-24,17,0,晴,东北风1级,98,银川,良,53614
2026-02-25,10,-4,多云,东南风1级,107,银川,轻度,53614
2026-02-26,10,-1,多云~晴,东北风1级,58,银川,良,53614
2026-02-27,13,-1,多云,东北风1级,83,银川,良,53614
2026-02-28,12,-1,多云~阴,东北风1级,99,银川,良,53614
2026-02-01,1,-9,多云~晴,南风1级,82,西宁,良,52866
2026-02-02,3,-9,多云,东南风1级,74,西宁,良,52866
2026-02-03,9,-6,多云~晴,东风1级,92,西宁,良,52866
2026-02-04,6,-5,多云~小雪,东南风1级,75,西宁,良,52866
2026-02-05,5,-8,阴~晴,东北风1级,66,西宁,良,52866
2026-02-06,6,-9,晴~小雪,西北风1级,69,西宁,良,52866
2026-02-07,0,-8,多云~小雪,东南风2级,59,西宁,良,52866
2026-02-08,2,-9,多云,西南风1级,64,西宁,良,52866
2026-02-09,7,-12,扬沙~晴,东南风2级,89,西宁,良,52866
2026-02-10,4,-8,晴,东南风1级,85,西宁,良,52866
2026-02-11,9,-6,阴~晴,北风1级,64,西宁,良,52866
2026-02-12,6,-7,阴~晴,东南风1级,71,西宁,良,52866
2026-02-13,13,-6,晴,东北风1级,72,西宁,良,52866
2026-02-14,8,-8,阴,东南风2级,61,西宁,良,52866
2026-02-15,3,-7,多云~晴,东南风2级,73,西宁,良,52866
2026-02-16,6,-8,阴~晴,东南风1级,77,西宁,良,52866
2026-02-17,8,-7,多云~晴,东南风2级,80,西宁,良,52866
2026-02-18,5,-7,阴~多云,东南风2级,55,西宁,良,52866
2026-02-19,12,-5,多云~晴,东南风1级,49,西宁,优,52866
2026-02-20,16,-4,晴,东风1级,44,西宁,优,52866
2026-02-21,13,-5,晴,西北风1级,56,西宁,良,52866
2026-02-22,11,-3,浮尘~多云,南风1级,209,西宁,重度,52866
2026-02-23,11,-6,浮尘~晴,东南风2级,165,西宁,中度,52866
2026-02-24,14,-3,晴,东南风1级,67,西宁,良,52866
2026-02-25,10,-6,阴~晴,东南风2级,81,西宁,良,52866
2026-02-26,14,-5,多云~晴,西北风1级,74,西宁,良,52866
2026-02-27,11,-2,阴~晴,西南风1级,76,西宁,良,52866
2026-02-28,10,-4,阴~多云,东南风3级,81,西宁,良,52866
2026-02-01,-4,-10,多云~晴,东北风1级,100,乌鲁木齐,良,51463
2026-02-02,0,-11,多云~晴,东北风1级,70,乌鲁木齐,良,51463
2026-02-03,-1,-9,多云,东北风1级,145,乌鲁木齐,轻度,51463
2026-02-04,1,-4,阴~雨夹雪,东北风1级,138,乌鲁木齐,轻度,51463
2026-02-05,0,-6,晴,东南风1级,68,乌鲁木齐,良,51463
2026-02-06,-7,-10,多云,东北风2级,120,乌鲁木齐,轻度,51463
2026-02-07,-2,-8,阴~多云,东北风1级,74,乌鲁木齐,良,51463
2026-02-08,-5,-8,多云~小雪,西风1级,83,乌鲁木齐,良,51463
2026-02-09,2,-7,阴~晴,东南风1级,42,乌鲁木齐,优,51463
2026-02-10,-7,-10,多云~晴,东北风2级,58,乌鲁木齐,良,51463
2026-02-11,-1,-9,阴~多云,东北风1级,88,乌鲁木齐,良,51463
2026-02-12,5,-3,阴~小雪,西南风1级,91,乌鲁木齐,良,51463
2026-02-13,-3,-9,阴~多云,西北风1级,92,乌鲁木齐,良,51463
2026-02-14,-3,-9,多云,西北风1级,56,乌鲁木齐,良,51463
2026-02-15,-4,-10,阴~多云,北风1级,94,乌鲁木齐,良,51463
2026-02-16,-3,-9,多云~晴,西北风1级,128,乌鲁木齐,轻度,51463
2026-02-17,1,-7,多云~晴,东北风1级,217,乌鲁木齐,重度,51463
2026-02-18,5,-5,多云~晴,东北风1级,172,乌鲁木齐,中度,51463
2026-02-19,5,-6,阴~晴,东北风2级,187,乌鲁木齐,中度,51463
2026-02-20,7,-4,阴~多云,西南风1级,77,乌鲁木齐,良,51463
2026-02-21,0,-6,多云,西北风2级,97,乌鲁木齐,良,51463
2026-02-22,3,-7,多云~晴,西北风1级,36,乌鲁木齐,优,51463
2026-02-23,0,-6,多云~小雪,北风2级,75,乌鲁木齐,良,51463
2026-02-24,-2,-10,多云,西北风2级,80,乌鲁木齐,良,51463
2026-02-25,-4,-11,阴~晴,西北风2级,60,乌鲁木齐,良,51463
2026-02-26,-6,-9,阴~小雪,北风2级,59,乌鲁木齐,良,51463
2026-02-27,-3,-10,阴~小雪,北风2级,65,乌鲁木齐,良,51463
2026-02-28,-7,-11,多云,北风2级,49,乌鲁木齐,优,51463
2026-02-01,11,-4,晴,西南风2级,31,拉萨,优,55591
2026-02-02,12,-5,晴,西南风2级,31,拉萨,优,55591
2026-02-03,12,-4,多云,西南风2级,28,拉萨,优,55591
2026-02-04,9,-4,阴~多云,西南风3级,28,拉萨,优,55591
2026-02-05,7,-2,晴,西风2级,29,拉萨,优,55591
2026-02-06,8,-6,晴,东南风1级,24,拉萨,优,55591
2026-02-07,9,-3,晴~多云,西南风2级,25,拉萨,优,55591
2026-02-08,8,-4,阴~晴,西南风2级,27,拉萨,优,55591
2026-02-09,8,-5,晴,东风2级,26,拉萨,优,55591
2026-02-10,9,-4,多云,西南风2级,33,拉萨,优,55591
2026-02-11,10,-3,晴~阴,西南风2级,32,拉萨,优,55591
2026-02-12,8,-4,多云,东南风1级,33,拉萨,优,55591
2026-02-13,8,-3,晴~多云,东南风1级,29,拉萨,优,55591
2026-02-14,8,-3,阴,西南风1级,26,拉萨,优,55591
2026-02-15,8,-2,阴,东南风1级,26,拉萨,优,55591
2026-02-16,9,-4,晴,西风1级,39,拉萨,优,55591
2026-02-17,11,-3,晴,东南风1级,34,拉萨,优,55591
2026-02-18,13,-2,晴,西南风2级,37,拉萨,优,55591
2026-02-19,12,-2,晴~多云,西南风2级,31,拉萨,优,55591
2026-02-20,11,-1,阴,东北风1级,33,拉萨,优,55591
2026-02-21,10,-2,阴~多云,东南风1级,32,拉萨,优,55591
2026-02-22,9,-1,阴,南风2级,32,拉萨,优,55591
2026-02-23,6,-1,阴,西南风1级,33,拉萨,优,55591
2026-02-24,9,-1,多云~阵雪,西南风2级,32,拉萨,优,55591
2026-02-25,10,0,阴~多云,东南风1级,33,拉萨,优,55591
2026-02-26,11,-1,晴,东南风1级,30,拉萨,优,55591
2026-02-27,14,0,晴,西南风2级,37,拉萨,优,55591
2026-02-28,15,0,晴,南风1级,47,拉萨,优,55591
2026-02-01,14,4,阴~晴,东风1级,90,成都,良,56294
2026-02-02,13,4,阴,东南风1级,73,成都,良,56294
2026-02-03,13,7,阴~多云,东北风1级,92,成都,良,56294
2026-02-04,14,5,阴~晴,东南风1级,101,成都,轻度,56294
2026-02-05,17,3,阴~多云,东南风1级,112,成都,轻度,56294
2026-02-06,18,5,晴~多云,东南风1级,92,成都,良,56294
2026-02-07,12,6,阴~小雨,东北风3级,63,成都,良,56294
2026-02-08,8,5,小雨,东南风1级,52,成都,良,56294
2026-02-09,8,4,阴~多云,东风1级,45,成都,优,56294
2026-02-10,14,3,多云,东北风1级,64,成都,良,56294
2026-02-11,16,3,晴~多云,东南风1级,61,成都,良,56294
2026-02-12,17,5,阴,东北风1级,70,成都,良,56294
2026-02-13,20,5,多云~晴,东南风1级,83,成都,良,56294
2026-02-14,20,7,多云~小雨,东北风1级,90,成都,良,56294
2026-02-15,20,8,阴,东北风1级,88,成都,良,56294
2026-02-16,17,6,多云,东北风2级,47,成都,优,56294
2026-02-17,14,10,阴~多云,东北风1级,79,成都,良,56294
2026-02-18,18,8,阴~小雨,东风1级,77,成都,良,56294
2026-02-19,21,4,多云,东北风1级,74,成都,良,56294
2026-02-20,22,8,多云~晴,东南风1级,71,成都,良,56294
2026-02-21,23,9,晴~多云,东北风1级,79,成都,良,56294
2026-02-22,22,12,多云~小雨,东南风1级,88,成都,良,56294
2026-02-23,21,10,阴,东北风2级,90,成都,良,56294
2026-02-24,25,10,多云~晴,东南风2级,62,成都,良,56294
2026-02-25,23,12,多云~小雨,东北风1级,60,成都,良,56294
2026-02-26,24,11,多云,东南风1级,52,成都,良,56294
2026-02-27,21,12,阴~小雨,东风1级,57,成都,良,56294
2026-02-28,15,10,小雨,东北风2级,44,成都,优,56294
2026-02-01,11,9,多云~阴,东风1级,54,重庆,良,57516
2026-02-02,11,9,多云~阴,东风1级,71,重庆,良,57516
2026-02-03,14,10,多云,东南风2级,72,重庆,良,57516
2026-02-04,16,10,多云,东南风1级,81,重庆,良,57516
2026-02-05,15,8,多云,东南风1级,98,重庆,良,57516
2026-02-06,18,10,多云~阴,西南风1级,108,重庆,轻度,57516
2026-02-07,13,9,小雨,东北风2级,81,重庆,良,57516
2026-02-08,11,8,小雨~阴,东南风2级,54,重庆,良,57516
2026-02-09,11,9,阴,东北风2级,50,重庆,优,57516
2026-02-10,13,7,多云,西北风1级,72,重庆,良,57516
